width	height	description	isModerated	moderatedBy	predicted
10_11_235	405	73	Костанай	1	Norlist	
10_11_236	475	78	Костанай	1	Norlist	
10_11_237	506	87	Костанай	1	Norlist	
10_11_238	206	49	Костанай	1	Norlist	
10_11_239	319	67	Костанай	1	Norlist	
10_11_24	225	42	Костанай	1	Norlist	
10_11_240	293	54	Костанай	1	Norlist	
10_11_241_	380	82	Костанай	1	Norlist	
10_11_242	359	67	Костанай	1	Norlist	
10_11_243	252	52	Костанай	1	Norlist	
10_11_245	290	51	Костанай	1	Norlist	
10_11_246	465	74	Костанай	1	Norlist	
10_11_247	275	69	Костанай	1	Norlist	
10_11_248	304	66	Костанай	1	Norlist	
10_11_249	469	77	Костанаи	1	Norlist	
10_11_25	253	53	Костанай	1	Norlist	
10_11_250	423	62	Костанай	1	Norlist	
10_11_251	342	74	Костанай	1	Norlist	
10_11_252	387	63	Костанай	1	Norlist	
10_11_253	256	47	Костанай	1	Norlist	
10_11_254	269	52	Костанаи	1	Norlist	
10_11_255	335	50	Костанай	1	Norlist	
10_11_256	260	67	Костанай	1	Norlist	
10_11_257	395	61	Костанай	1	Norlist	
10_11_258	267	57	Костанай	1	Norlist	
10_11_259	271	49	Костанай	1	Norlist	
10_11_26	240	49	Костанай	1	Norlist	
10_11_260	276	58	Костанай	1	Norlist	
10_11_261	352	106	КОСТАНАЙ	1	Norlist	
10_11_262	322	80	КОСТАНАЙ	1	Norlist	
10_11_263	338	55	КОСТАНАЙ	1	Norlist	
10_11_264	321	64	Костонай	1	Norlist	
10_11_265	364	60	Костанай	1	Norlist	
10_11_266	420	93	КОСТАНАЙ	1	Norlist	
10_11_267	586	106	КОСТАНАЙ	1	Norlist	
10_11_268	270	44	КОСТАНАИ	1	Norlist	
10_11_269	274	39	Костанаи	1	Norlist	
10_11_27	311	88	Костанай	1	Norlist	
10_11_270	272	73	КОСТАНАЙ	1	Norlist	
10_11_271	279	52	КОСТАНАИ	1	Norlist	
10_11_272	266	49	КОСТАНАИ	1	Norlist	
10_11_273	263	68	КОСТАНАЙ	1	Norlist	
10_11_274	294	69	КОСТАНАЙ	1	Norlist	
10_11_275	302	55	КОСТАНАИ	1	Norlist	
10_11_276	281	42	КОСТАНАИ	1	Norlist	
10_11_277	311	53	КОСТАНАИ	1	Norlist	
10_11_278	320	65	КОСТАНАЙ	1	Norlist	
10_11_279	314	54	КОСТАНАИ	1	Norlist	
10_11_28	194	60	Костаной	1	Norlist	
10_11_280	348	72	КОСТАНАЙ	1	Norlist	
10_11_281	296	78	КОСТАНАЙ	1	Norlist	
10_11_282	275	62	Костанай	1	Norlist	
10_11_283	437	93	Костанай	1	Norlist	
10_11_284	411	52	КОСТАНАИ	1	Norlist	
10_11_285	372	85	Костанай	1	Norlist	
10_11_286	281	63	Костанай	1	Norlist	
10_11_287	435	44	Костанай	1	Norlist	
10_11_288	370	74	Костанай	1	Norlist	
10_11_289	278	47	Костанай	1	Norlist	
10_11_29	267	58	Костанай	1	Norlist	
10_11_290	331	60	Костанай	1	Norlist	
10_11_291	209	39	Костанай	1	Norlist	
10_11_292	287	71	Костанай	1	Norlist	
10_11_293	355	66	Костанай	1	Norlist	
10_11_294	399	60	Костанай	1	Norlist	
10_11_295	348	46	Қостанай	1	Norlist	
10_11_296	308	68	Костанай	1	Norlist	
10_11_297	282	58	Костанай	1	Norlist	
10_11_298	282	75	Костанай	1	Norlist	
10_11_299	233	61	Костанай	1	Norlist	
10_11_3	375	68	Костанай	1	Norlist	
10_11_30	261	69	Костанай	1	Norlist	
10_11_300	368	69	Костанай	1	Norlist	
10_11_301	437	93	КОСТАНАЙ	1	Norlist	
10_11_302	255	72	КОСТАНАЙ	1	Norlist	
10_11_303	328	74	КОСТАНАЙ	1	Norlist	
10_11_304	326	65	КОСТАНАИ	1	Norlist	
10_11_305	300	46	КОСТАНАИ	1	Norlist	
10_11_306	283	71	КОСТАНАЙ	1	Norlist	
10_11_307	402	78	КОСТАНАЙ	1	Norlist	
10_11_308	261	37	КОСТАНАИ	1	Norlist	
10_11_309	372	73	КОСТАНАЙ	1	Norlist	
10_11_31	267	72	Костанай	1	Norlist	
10_11_310	502	88	Костанай	1	Norlist	
10_11_311	357	67	КОСТАНАИ	1	Norlist	
10_11_312	263	42	КОСТАНАЙ	1	Norlist	
10_11_313	533	80	КОСТАНАЙ	1	Norlist	
10_11_314	263	64	КОСТАНАЙ	1	Norlist	
10_11_315	433	66	Костанай	1	Norlist	
10_11_316	440	73	КОСТАНАИ	1	Norlist	
10_11_317	271	66	КОСТАНАЙ	1	Norlist	
10_11_318	282	65	КОСТАНАЙ	1	Norlist	
10_11_319	354	77	КОСТАНАЙ	1	Norlist	
10_11_32	310	63	Костанаи	1	Norlist	
10_11_320	310	63	Костанай	1	Norlist	
10_11_321	370	96	Костанай	1	Norlist	
10_11_322	296	62	Костанай	1	Norlist	
10_11_323	363	51	Костанай	1	Norlist	
10_11_324	259	70	Костанай	1	Norlist	
10_11_325	451	57	КОСТАНАЙ	1	Norlist	
10_11_326	443	70	Костанай	1	Norlist	
10_11_327	276	61	КОСТАНАЙ	1	Norlist	
10_11_328	287	52	Костанай	1	Norlist	
10_11_329	226	40	Костанай	1	Norlist	
10_11_33	235	72	Костанай	1	Norlist	
10_11_330	304	56	Костанай	1	Norlist	
10_11_331	347	59	КОСТАНАЙ	1	Norlist	
10_11_332	302	62	КОСТАНАЙ	1	Norlist	
10_11_333	351	57	КОСТАНАИ	1	Norlist	
10_11_334	221	42	КОСТАНАИ	1	Norlist	
10_11_335	302	64	Костанай	1	Norlist	
10_11_336	399	76	Костанай	1	Norlist	
10_11_337	349	74	Костанай	1	Norlist	
10_11_338	328	65	Костанай	1	Norlist	
10_11_339	315	66	Костанай	1	Norlist	
10_11_34	301	52	Костанай	1	Norlist	
10_11_340	238	48	Костанай	1	Norlist	
10_11_341	378	73	Қостанай	1	Norlist	
10_11_342	349	90	Костанай	1	Norlist	
10_11_343	310	82	Костанай	1	Norlist	
10_11_344	293	77	Костанай	1	Norlist	
10_11_345	381	64	Костанай	1	Norlist	
10_11_346	281	73	Костанай	1	Norlist	
10_11_347	440	91	Костанай	1	Norlist	
10_11_348	275	64	Костанай	1	Norlist	
10_11_35	268	52	Костанай	1	Norlist	
10_11_350	307	54	Костанай	1	Norlist	
10_11_351	285	72	Костанай	1	Norlist	
10_11_352	252	51	Костанай	1	Norlist	
10_11_353	263	63	Костанай	1	Norlist	
10_11_354	244	44	Костанай	1	Norlist	
10_11_355	284	56	Костанай	1	Norlist	
10_11_356	289	64	Костанай	1	Norlist	
10_11_357	304	65	Костанай	1	Norlist	
10_11_358	279	81	Костанай	1	Norlist	
10_11_359	328	69	Костанай	1	Norlist	
10_11_36	345	69	Костанай	1	Norlist	
10_11_360	354	50	Костанай	1	Norlist	
10_11_361	284	53	Костанай	1	Norlist	
10_11_362	271	78	Костанай	1	Norlist	
10_11_363_	277	66	Костанай	1	Norlist	
10_11_364	272	65	Костанай	1	Norlist	
10_11_365	339	65	Костанай	1	Norlist	
10_11_366	347	64	Костанай	1	Norlist	
10_11_367	291	69	Костанай	1	Norlist	
10_11_369	252	62	Костанай	1	Norlist	
10_11_37	395	72	Костанай	1	Norlist	
10_11_370	427	88	Костанай	1	Norlist	
10_11_371	452	77	Костанай	1	Norlist	
10_11_372	290	55	Костанай	1	Norlist	
10_11_373	336	67	Костанай	1	Norlist	
10_11_374	381	48	Костанаи	1	Norlist	
10_11_375	302	42	Костанай	1	Norlist	
10_11_376	243	69	Костанай	1	Norlist	
10_11_377	381	63	Костанай	1	Norlist	
10_11_378	321	47	Костанай	1	Norlist	
10_11_379	354	72	Костанай	1	Norlist	
10_11_38	343	74	Костанай	1	Norlist	
10_11_380	283	61	Костанай	1	Norlist	
10_11_381	477	58	Костанай	1	Norlist	
10_11_382	309	54	Костанай	1	Norlist	
10_11_383	479	70	Костанай	1	Norlist	
10_11_384	329	72	Костанай	1	Norlist	
10_11_385	330	62	Костанай	1	Norlist	
10_11_386	302	85	Костанай	1	Norlist	
10_11_387	412	61	Костанаи	1	Norlist	
10_11_388	356	76	Костанай	1	Norlist	
10_11_389	225	48	Костанай	1	Norlist	
10_11_39	355	72	Костанай	1	Norlist	
10_11_390	255	38	Костанай	1	Norlist	
10_11_391	306	56	Костанай	1	Norlist	
10_11_392	446	77	Костанай	1	Norlist	
10_11_394	309	65	Костанай	1	Norlist	
10_11_395	392	55	Костанай	1	Norlist	
10_11_396	281	53	Костанай	1	Norlist	
10_11_397	240	55	Костанай	1	Norlist	
10_11_398	422	60	Костанай	1	Norlist	
10_11_399	358	67	Костанай	1	Norlist	
10_11_4	276	58	Костанай	1	Norlist	
10_11_40	408	79	Костанай	1	Norlist	
10_11_400	434	101	Костанай	1	Norlist	
10_11_402	314	57	Костанай	1	Norlist	
10_11_403	338	65	Костанай	1	Norlist	
10_11_404	279	46	Костанай	1	Norlist	
10_11_406	333	79	Костанай	1	Norlist	
10_11_407	278	44	Костанаи	1	Norlist	
10_11_408	282	51	Костанай	1	Norlist	
10_11_409	388	82	Костанай	1	Norlist	
10_11_41	367	87	Костанай	1	Norlist	
10_11_410	392	86	Костанай	1	Norlist	
10_11_411	261	64	Костанай	1	Norlist	
10_11_412	397	60	Костанай	1	Norlist	
10_11_413	331	63	Костанай	1	Norlist	
10_11_414	272	93	Костанай	1	Norlist	
10_11_415	271	68	Костанай	1	Norlist	
10_11_416	269	41	Костанай	1	Norlist	
10_11_417	366	73	Костанай	1	Norlist	
10_11_418	330	90	Костанай	1	Norlist	
10_11_42	347	65	Костанай	1	Norlist	
10_11_420	386	76	Костанай	1	Norlist	
10_11_421	264	72	Костанай	1	Norlist	
10_11_422	280	74	Костанай	1	Norlist	
10_11_423	267	50	Костанай	1	Norlist	
10_11_424	439	71	Костанай	1	Norlist	
10_11_425	313	64	Костанай	1	Norlist	
10_11_426	296	55	Костанай	1	Norlist	
10_11_427	313	75	Костанай	1	Norlist	
10_11_428	405	79	Костанай	1	Norlist	
10_11_429	371	70	Костанай	1	Norlist	
10_11_430	360	79	Костанай	1	Norlist	
10_11_431	331	79	Костанай	1	Norlist	
10_11_432	413	61	Костанай	1	Norlist	
10_11_433	259	68	Костанай	1	Norlist	
10_11_434	246	52	Костанай	1	Norlist	
10_11_435	403	62	Костанай	1	Norlist	
10_11_436	354	57	Костанаи	1	Norlist	
10_11_437	291	58	Костанай	1	Norlist	
10_11_438	364	66	Костанай	1	Norlist	
10_11_439	269	56	Костанай	1	Norlist	
10_11_44	273	52	Костанаи	1	Norlist	
10_11_440	436	65	Костанай	1	Norlist	
10_11_442	363	66	КОСТАНАИ	1	Norlist	
10_11_443	473	89	КОСТАНАЙ	1	Norlist	
10_11_444	307	65	КОСТАНАЙ	1	Norlist	
10_11_445_	315	83	Костанай	1	Norlist	
10_11_446	444	93	КОСТАНАЙ	1	Norlist	
10_11_447	369	63	КОСТАНАЙ	1	Norlist	
10_11_448	358	68	КОСТАНАЙ	1	Norlist	
10_11_449	463	84	КОСТАНАЙ	1	Norlist	
10_11_45	281	46	Костанай	1	Norlist	
10_11_450	280	74	КОСТАНАЙ	1	Norlist	
10_11_451	341	68	КОСТАНАЙ	1	Norlist	
10_11_452	243	56	КОСТАНАЙ	1	Norlist	
10_11_453	365	72	КОСТАНАЙ	1	Norlist	
10_11_454	425	88	КОСТАНАЙ	1	Norlist	
10_11_455	305	49	КОСТАНАЙ	1	Norlist	
10_11_456	284	60	Костанай	1	Norlist	
10_11_457	277	80	КОСТАНАЙ	1	Norlist	
10_11_458	202	77	КОСТАНАЙ	1	Norlist	
10_11_459	281	75	КОСТАНАЙ	1	Norlist	
10_11_46	354	74	Костанай	1	Norlist	
10_11_460	322	90	Костанай	1	Norlist	
10_11_461	475	82	КОСТАНАЙ	1	Norlist	
10_11_462	276	50	Костанай	1	Norlist	
10_11_463	428	72	Костанай	1	Norlist	
10_11_464	244	70	Костанай	1	Norlist	
10_11_465	207	50	Костанай	1	Norlist	
10_11_466	352	74	КОСТАНАЙ	1	Norlist	
10_11_467	384	98	КОСТАНАЙ	1	Norlist	
10_11_468	262	48	КОСТАНАЙ	1	Norlist	
10_11_469	241	72	КОСТАНАЙ	1	Norlist	
10_11_47	401	84	Костанай	1	Norlist	
10_11_470	466	71	КОСТАНАЙ	1	Norlist	
10_11_471	315	58	Костанай	1	Norlist	
10_11_472	334	65	Костанай	1	Norlist	
10_11_473	321	62	Костанаи	1	Norlist	
10_11_48_	386	102	Костанай	1	Norlist	
10_11_49	278	67	Костанай	1	Norlist	
10_11_5	253	65	Костанай	1	Norlist	
10_11_50	365	88	Костанай	1	Norlist	
10_11_51	456	109	Костанай	1	Norlist	
10_11_52	346	63	Костанай	1	Norlist	
10_11_53_	450	107	Костанай	1	Norlist	
10_11_54_	372	89	Костанай	1	Norlist	
10_11_56	414	73	Костанай	1	Norlist	
10_11_57	258	72	Костанай	1	Norlist	
10_11_58_	363	80	Костанай	1	Norlist	
10_11_59	573	80	Костанай	1	Norlist	
10_11_6	259	59	Костанай	1	Norlist	
10_11_60	280	62	Костанай	1	Norlist	
10_11_61	341	55	Костанай	1	Norlist	
10_11_62	261	51	Костанай	1	Norlist	
10_11_63	360	62	Костанаи	1	Norlist	
10_11_64	405	59	Костанай	1	Norlist	
10_11_65	400	42	Костанай	1	Norlist	
10_11_66	356	75	Костанай	1	Norlist	
10_11_67	369	68	Костанай	1	Norlist	
10_11_68	304	75	Костанай	1	Norlist	
10_11_69	409	73	Костанай	1	Norlist	
10_11_7	337	72	Костанай	1	Norlist	
10_11_70	301	53	Костанай	1	Norlist	
10_11_71	442	79	Костанай	1	Norlist	
10_11_72	377	62	Костанай	1	Norlist	
10_11_73	305	66	Костанай	1	Norlist	
10_11_74	334	65	Костанай	1	Norlist	
10_11_75	395	71	Костанай	1	Norlist	
10_11_76	262	53	Костанай	1	Norlist	
10_11_77	544	70	Костанай	1	Norlist	
10_11_78	337	65	Костанай	1	Norlist	
10_11_79	358	66	Костанай	1	Norlist	
10_11_8	371	59	Костанай	1	Norlist	
10_11_80	366	60	Костанай	1	Norlist	
10_11_81	356	69	Костанай	1	Norlist	
10_11_82	267	79	Костанай	1	Norlist	
10_11_83_	485	102	Костанай	1	Norlist	
10_11_84	337	75	Костанай	1	Norlist	
10_11_86	281	63	Костанай	1	Norlist	
10_11_87	433	52	Костанай	1	Norlist	
10_11_88	315	76	Костанай	1	Norlist	
10_11_89	466	64	Костанай	1	Norlist	
10_11_9	285	63	Костанай	1	Norlist	
10_11_90	337	65	Костанай	1	Norlist	
10_11_91	381	81	Костанай	1	Norlist	
10_11_92	336	73	Костанай	1	Norlist	
10_11_93	367	79	Костанай	1	Norlist	
10_11_94	319	61	Костанай	1	Norlist	
10_11_95	370	52	Костанай	1	Norlist	
10_11_96_	328	68	Костанай	1	Norlist	
10_11_97	290	66	Костанай	1	Norlist	
10_11_98	511	66	Костанаи	1	Norlist	
10_11_99	383	66	Костанай	1	Norlist	
10_12_0	335	89	Кызылорда	1	Norlist	
10_12_1	379	113	Кызылорда	1	Norlist	
10_12_10	391	116	Кызылорда	1	Norlist	
10_12_100	335	100	кызылорда	1	Norlist	
10_12_101	297	102	Кызылорда	1	Norlist	
10_12_102	349	89	Кызылорда	1	Norlist	
10_12_103	319	83	Кызылорда	1	Norlist	
10_12_104	319	62	Кызылорда	1	Norlist	
10_12_105	256	86	Кызылорда	1	Norlist	
10_12_106	440	89	Кызылорда	1	Norlist	
10_12_107	371	105	Қызылорда	1	Norlist	
10_12_108	316	88	Кызылорда	1	Norlist	
10_12_109	281	59	Кызылорда	1	Norlist	
10_12_11	348	78	Кызылорда	1	Norlist	
10_12_110	384	79	Кызылорда	1	Norlist	
10_12_111	326	92	Кызылорда	1	Norlist	
10_12_112	348	94	Кызылорда	1	Norlist	
10_12_113	426	110	Кызылорда	1	Norlist	
10_12_114	330	106	Кызылорда	1	Norlist	
10_12_115	429	94	Кызылорда	1	Norlist	
10_12_116	355	89	Кызылорда	1	Norlist	
10_12_117	516	84	Кызылорда	1	Norlist	
10_12_118	405	67	Кызылорда	1	Norlist	
10_12_12	320	97	Кызылорда	1	Norlist	
10_12_121	396	95	Кызылорда	1	Norlist	
10_12_122	465	95	Кызылорда	1	Norlist	
10_12_123	427	92	Қызылорда	1	Norlist	
10_12_124	499	104	Кызылорда	1	Norlist	
10_12_125	503	102	Кызылорда	1	Norlist	
10_12_126	324	89	Кызылорда	1	Norlist	
10_12_127	436	76	Қызылорда	1	Norlist	
10_12_128	398	95	Кызылорда	1	Norlist	
10_12_129	562	120	Кызылорда	1	Norlist	
10_12_13	340	74	Қызылорда	1	Norlist	
10_12_130	471	117	Кызылорда	1	Norlist	
10_12_131	460	118	Кызылорда	1	Norlist	
10_12_132	497	80	Кызылорда	1	Norlist	
10_12_133	380	107	Кызылорда	1	Norlist	
10_12_134	371	88	Кызылорда	1	Norlist	
10_12_135	300	67	Кызылорда	1	Norlist	
10_12_136	370	82	Кызылорда	1	Norlist	
10_12_137	338	82	Кызылорда	1	Norlist	
10_12_138	400	122	Кызылорда	1	Norlist	
10_12_139	349	120	Кызылорда	1	Norlist	
10_12_14	287	98	Кызылорда	1	Norlist	
10_12_140	285	117	Кызылорда	1	Norlist	
10_12_142	386	102	Кызылорда	1	Norlist	
10_12_143	358	67	Кызылорда	1	Norlist	
10_12_144	461	73	Кызылорда	1	Norlist	
10_12_145	415	77	Кызылорда	1	Norlist	
10_12_146	352	64	Кызылорда	1	Norlist	
10_12_147	327	81	Кызылорда	1	Norlist	
10_12_148	278	92	Кызылорда	1	Norlist	
10_12_149	394	121	Кызылорда	1	Norlist	
10_12_15	354	87	Кызылорда	1	Norlist	
10_12_150	441	104	Кызылорда	1	Norlist	
10_12_151	351	84	Кызылорда	1	Norlist	
10_12_152	460	97	Кызылорда	1	Norlist	
10_12_153	305	113	Кызылорда	1	Norlist	
10_12_154	426	97	Кызылорда	1	Norlist	
10_12_155	545	107	Кызылорда	1	Norlist	
10_12_156	411	94	Кызылорда	1	Norlist	
10_12_157	493	123	Кызылорда	1	Norlist	
10_12_158	541	105	Кызылорда	1	Norlist	
10_12_159	390	100	Кызылорда	1	Norlist	
10_12_16	333	87	Кызылорда	1	Norlist	
10_12_160	442	76	Кызылорда	1	Norlist	
10_12_161	404	74	Кызылорда	1	Norlist	
10_12_162	327	114	Кызылорда	1	Norlist	
10_12_163	332	100	Кызылорда	1	Norlist	
10_12_164	395	93	Кызылорда	1	Norlist	
10_12_165	325	90	Кызылорда	1	Norlist	
10_12_166	344	77	Кызылорда	1	Norlist	
10_12_167	416	95	Кызылорда	1	Norlist	
