	width	height	description	moderatedBy
aug_1/aug_10_24_260	429	52	Южная - Осетия	Norlist
aug_1/aug_10_24_262	545	93	ЮЖНАЯ ОСЕТИЯ	Norlist
aug_1/aug_10_24_263	441	55	ЮЖНАЯ ОСЕТИЯ	Norlist
aug_1/aug_10_24_264	474	62	ЮЖНАЯ ОСЕТИЯ	Norlist
aug_1/aug_10_24_265	533	59	ЮЖНАЯ ОСЕТИЯ	Norlist
aug_1/aug_10_24_266	586	82	ЮЖНАЯ ОСЕТИЯ	Norlist
aug_1/aug_10_24_268	471	50	ЮЖНАЯ ОСЕТИЯ	Norlist
aug_1/aug_10_24_269	518	49	Южная Осетия	Norlist
aug_1/aug_10_24_27	465	62	Южная Осетия	Norlist
aug_1/aug_10_24_270	491	61	ЮЖНАЯ ОСЕТИЯ	Norlist
aug_1/aug_10_24_271	455	59	ЮЖНАЯ ОСЕТИЯ	Norlist
aug_1/aug_10_24_272	471	51	ЮЖНАЯ ОСЕТИЯ	Norlist
aug_1/aug_10_24_273	510	59	ЮЖНАЯ ОСЕТИЯ	Norlist
aug_1/aug_10_24_274	525	63	ЮЖНАЯ ОСЕТИЯ	Norlist
aug_1/aug_10_24_275	519	70	ЮЖНАЯ ОСЕТИЯ	Norlist
aug_1/aug_10_24_276	518	73	ЮЖНАЯ ОСЕТИЯ	Norlist
aug_1/aug_10_24_277	542	61	ЮЖНАЯ ОСЕТИЯ	Norlist
aug_1/aug_10_24_278	440	60	ЮЖНАЮ ОСЕТИЯ	Norlist
aug_1/aug_10_24_279	535	68	ЮЖНАЯ ОСЕТИЯ	Norlist
aug_1/aug_10_24_28	354	58	Южная Осетия	Norlist
aug_1/aug_10_24_280	558	69	ЮЖНАЯ ОСЕТИЯ	Norlist
aug_1/aug_10_24_281	452	65	ЮЖНАЯ ОСЕТИЯ	Norlist
aug_1/aug_10_24_282	544	68	ЮЖНАЯ ОСЕТИЯ	Norlist
aug_1/aug_10_24_284	594	68	ЮЖНАЯ ОСЕТИЯ	Norlist
aug_1/aug_10_24_285	591	73	Южная Осетия	Norlist
aug_1/aug_10_24_286	532	72	Южная Осетия	Norlist
aug_1/aug_10_24_289	537	62	Южная Осетия	Norlist
aug_1/aug_10_24_29	372	64	Южная Осетия	Norlist
aug_1/aug_10_24_290	474	61	Южная Осетия	Norlist
aug_1/aug_10_24_291	412	64	Южная Осетия	Norlist
aug_1/aug_10_24_292	485	72	Южная Осетия	Norlist
aug_1/aug_10_24_293	508	61	Южная Осетия	Norlist
aug_1/aug_10_24_295	546	32	Южная Осетия	Norlist
aug_1/aug_10_24_296	509	59	Южная Осетия	Norlist
aug_1/aug_10_24_297	428	60	Южная Осетия	Norlist
aug_1/aug_10_24_298	550	88	Южная Осетия	Norlist
aug_1/aug_10_24_299	396	64	Южная Осетия	Norlist
aug_1/aug_10_24_3	467	59	Южная Осетия	Norlist
aug_1/aug_10_24_30	487	64	Южная Осетия	Norlist
aug_1/aug_10_24_300	571	61	Южная Осетия	Norlist
aug_1/aug_10_24_302	398	68	ЮЖНАЯ ОСЕТИЯ	Norlist
aug_1/aug_10_24_303	482	56	ЮЖНАЯ ОСЕТИЯ	Norlist
aug_1/aug_10_24_304	560	66	ЮЖНАЯ ОСЕТИЯ	Norlist
aug_1/aug_10_24_306	429	72	ЮЖНАЯ ОСЕТИЯ	Norlist
aug_1/aug_10_24_307	571	91	ЮЖНАЯ ОСЕТИЯ	Norlist
aug_1/aug_10_24_308	458	52	ЮЖНАЯ ОСЕТИЯ	Norlist
aug_1/aug_10_24_31	381	63	Южная Осетия	Norlist
aug_1/aug_10_24_311	470	81	ЮЖНАЯ ОСЕТИЯ	Norlist
aug_1/aug_10_24_312	431	47	ЮЖНАЯ ОСЕТИЯ	Norlist
aug_1/aug_10_24_314	400	75	ЮЖНАЯ ОСЕТИЯ	Norlist
aug_1/aug_10_24_315	577	61	ЮЖНАЯ ОСЕТИЯ	Norlist
aug_1/aug_10_24_316	585	63	ЮЖНАЯ ОСЕТИЯ	Norlist
aug_1/aug_10_24_317	470	64	Южная Осетия	Norlist
aug_1/aug_10_24_318	494	68	ЮЖНАЯ ОСЕТИЯ	Norlist
aug_1/aug_10_24_319	543	73	ЮЖНАЯ ОСЕТИЯ	Norlist
aug_1/aug_10_24_320	497	72	ЮЖНАЯ ОСЕТИЯ	Norlist
aug_1/aug_10_24_322	470	70	ЮЖНАЯ ОСЕТИЯ	Norlist
aug_1/aug_10_24_323	493	46	Южная Осетия	Norlist
aug_1/aug_10_24_324	423	77	ЮЖНАЯ ОСЕТИЯ	Norlist
aug_1/aug_10_24_325	534	56	ЮЖНАЯ ОСЕТИЯ	Norlist
aug_1/aug_10_24_326	583	53	ЮЖНАЯ ОСЕТИЯ	Norlist
aug_1/aug_10_24_327	478	76	ЮЖНАЯ ОСЕТИЯ	Norlist
aug_1/aug_10_24_328	415	53	ЮЖНАЯ ОСЕТИЯ	Norlist
aug_1/aug_10_24_329	397	59	ЮЖНАЯ ОСЕТИЯ	Norlist
aug_1/aug_10_24_33	406	68	Южная Осетия	Norlist
aug_1/aug_10_24_330	473	55	ЮЖНАЯ ОСЕТИЯ	Norlist
aug_1/aug_10_24_332	520	54	ЮЖНАЯ ОСЕТИЯ	Norlist
aug_1/aug_10_24_333	506	66	ЮЖНАЯ ОСЕТИЯ	Norlist
aug_1/aug_10_24_334	364	71	Южная Осетина	Norlist
aug_1/aug_10_24_335	546	61	Южная Осетия	Norlist
aug_1/aug_10_24_337	554	60	Южная Осетия	Norlist
aug_1/aug_10_24_338	557	83	Южная Осетия	Norlist
aug_1/aug_10_24_339	523	70	Южная Осетия	Norlist
aug_1/aug_10_24_34	476	44	Южная Осетия	Norlist
aug_1/aug_10_24_340	425	43	Южная Осетия	Norlist
aug_1/aug_10_24_341	474	63	Южная Осетия	Norlist
aug_1/aug_10_24_342	578	89	Южная Осетия	Norlist
aug_1/aug_10_24_343	467	80	Южная - Осетия	Norlist
aug_1/aug_10_24_344	502	61	Южная Осетия	Norlist
aug_1/aug_10_24_346	429	57	Южная Осетия	Norlist
aug_1/aug_10_24_348	473	48	Южная Осетия	Norlist
aug_1/aug_10_24_35	493	50	Южная Осетия	Norlist
aug_1/aug_10_24_350	463	61	Южная Осетия	Norlist
aug_1/aug_10_24_351	573	54	Южная Осетия	Norlist
aug_1/aug_10_24_352	478	64	Южная Осетия	Norlist
aug_1/aug_10_24_353	451	50	Южная Осетия	Norlist
aug_1/aug_10_24_354	466	51	Южная Осетия	Norlist
aug_1/aug_10_24_355	480	54	Южная Осетия	Norlist
aug_1/aug_10_24_356	494	64	Южная Осетия	Norlist
aug_1/aug_10_24_357	505	67	Южная Осетия	Norlist
aug_1/aug_10_24_358	433	52	Южная Осетия	Norlist
aug_1/aug_10_24_359	469	61	Южная Осетия	Norlist
aug_1/aug_10_24_36	495	61	Южная Осетия	Norlist
aug_1/aug_10_24_361	521	47	Южная Осетия	Norlist
aug_1/aug_10_24_362	487	67	Южная Осетия	Norlist
aug_1/aug_10_24_363	427	79	Южная Осетия	Norlist
aug_1/aug_10_24_364	470	69	Южная Осетия	Norlist
aug_1/aug_10_24_365	581	71	Южная Осетия	Norlist
aug_1/aug_10_24_366	571	94	Южная Осетия	Norlist
aug_1/aug_10_24_367	492	64	Южная Осетия	Norlist
aug_1/aug_10_24_369	454	50	Южная Осетия	Norlist
aug_1/aug_10_24_370	579	73	Южная Осетия	Norlist
aug_1/aug_10_24_372	447	51	Южная Осетия	Norlist
aug_1/aug_10_24_373	545	52	Южная Осетия	Norlist
aug_1/aug_10_24_375	481	53	Южная Осетия	Norlist
aug_1/aug_10_24_376	420	64	Южная Осетия	Norlist
aug_1/aug_10_24_378	547	62	Южная Осетия	Norlist
aug_1/aug_10_24_380	587	63	Южная Осетия	Norlist
aug_1/aug_10_24_382	545	56	Южная Осетия	Norlist
aug_1/aug_10_24_384	583	78	Южная Осетия	Norlist
aug_1/aug_10_24_385	469	62	Южная Осетия	Norlist
aug_1/aug_10_24_386	507	98	Южная Осетия	Norlist
aug_1/aug_10_24_388	484	60	Южная Осетия	Norlist
aug_1/aug_10_24_389	380	42	Южная Осетия	Norlist
aug_1/aug_10_24_39	525	53	Южная Осетия	Norlist
aug_1/aug_10_24_390	390	30	Южная Осетия	Norlist
aug_1/aug_10_24_391	503	54	Южная Осетия	Norlist
aug_1/aug_10_24_394	485	56	Южная Осетия	Norlist
aug_1/aug_10_24_395	553	59	Южная Осетия	Norlist
aug_1/aug_10_24_396	449	50	Южная Осетия	Norlist
aug_1/aug_10_24_397	446	52	Южная Осетия	Norlist
aug_1/aug_10_24_399	480	64	Южная Осетия	Norlist
aug_1/aug_10_24_4	450	50	Южная Осетия	Norlist
aug_1/aug_10_24_401	546	68	Южная Осетия	Norlist
aug_1/aug_10_24_402	453	52	Южная Осетия	Norlist
aug_1/aug_10_24_404	453	59	Южная Осетия	Norlist
aug_1/aug_10_24_406	504	65	Южная Осетия	Norlist
aug_1/aug_10_24_407	430	58	Южная Осетия	Norlist
aug_1/aug_10_24_408	441	47	Южная Осетия	Norlist
aug_1/aug_10_24_411	438	57	Южная Осетия	Norlist
aug_1/aug_10_24_412	560	59	Южная Осетия	Norlist
aug_1/aug_10_24_413	485	66	Южная Осетия	Norlist
aug_1/aug_10_24_414	506	57	Южная Осетия	Norlist
aug_1/aug_10_24_415	403	46	Южная Осетия	Norlist
aug_1/aug_10_24_416_	483	41	Южная Осетия	Norlist
aug_1/aug_10_24_418	472	62	Южная Осетия	Norlist
aug_1/aug_10_24_419	452	48	Южная Осетия	Norlist
aug_1/aug_10_24_42	561	56	Южная Осетия	Norlist
aug_1/aug_10_24_421	425	84	Южная Осетия	Norlist
aug_1/aug_10_24_422	431	58	Южная Осетия	Norlist
aug_1/aug_10_24_423	490	43	Южная Осетия	Norlist
aug_1/aug_10_24_425	552	62	Южная Осетия	Norlist
aug_1/aug_10_24_426	563	52	Южная Осетия	Norlist
aug_1/aug_10_24_427	475	57	Южная Осетия	Norlist
aug_1/aug_10_24_428	582	77	Южная Осетия	Norlist
aug_1/aug_10_24_429	569	72	Южная Осетия	Norlist
aug_1/aug_10_24_43	512	80	Южная Осетия	Norlist
aug_1/aug_10_24_431	498	75	Южная Осетия	Norlist
aug_1/aug_10_24_433	431	50	Южная Осетия	Norlist
aug_1/aug_10_24_434	436	68	Южная Осетия	Norlist
aug_1/aug_10_24_435	345	53	Южная	Norlist
aug_1/aug_10_24_435_	255	48	Осетия	Norlist
aug_1/aug_10_24_436	541	68	Южная Осетия	Norlist
aug_1/aug_10_24_437	405	57	Южная Осетия	Norlist
aug_1/aug_10_24_438	535	64	Южная Осетия	Norlist
aug_1/aug_10_24_439	589	58	Южная Осетия	Norlist
aug_1/aug_10_24_44	567	52	Южная Осетия	Norlist
aug_1/aug_10_24_441	560	46	Южная Осетия	Norlist
aug_1/aug_10_24_442	585	69	ЮЖНАЯ ОСЕТИЯ	Norlist
aug_1/aug_10_24_444	514	79	ЮЖНАЯ ОСЕТИЯ	Norlist
aug_1/aug_10_24_445	508	61	ЮЖНАЯ ОСЕТИЯ	Norlist
aug_1/aug_10_24_447	579	65	ЮЖНАЯ ОСЕТИЯ	Norlist
aug_1/aug_10_24_448	520	67	ЮЖНАЯ ОСЕТИЯ	Norlist
aug_1/aug_10_24_45	459	49	Южная Осетия	Norlist
aug_1/aug_10_24_450	558	95	ЮЖНАЯ ОСЕТИЯ	Norlist
aug_1/aug_10_24_451	584	67	ЮЖНАЯ ОСЕТИЯ	Norlist
aug_1/aug_10_24_452	407	67	ЮЖНАЯ ОСЕТИЯ	Norlist
aug_1/aug_10_24_453	572	80	ЮЖНАЯ ОСЕТИЯ	Norlist
aug_1/aug_10_24_455	500	50	Южная Осетия	Norlist
aug_1/aug_10_24_456	520	71	ЮЖНАЯ ОСЕТИЯ	Norlist
aug_1/aug_10_24_457	490	79	ЮЖНАЯ ОСЕТИЯ	Norlist
aug_1/aug_10_24_458	477	60	ЮЖНАЯ ОСЕТИЯ	Norlist
aug_1/aug_10_24_459	554	88	ЮЖНАЯ ОСЕТИЯ	Norlist
aug_1/aug_10_24_46	523	63	Южная Осетия	Norlist
aug_1/aug_10_24_460	500	83	ЮЖНАЯ ОСЕТИЯ	Norlist
aug_1/aug_10_24_462	434	55	ЮЖНАЯ ОСЕТИЯ	Norlist
aug_1/aug_10_24_464	405	63	Южная Осетия	Norlist
aug_1/aug_10_24_465	403	56	Южная Осетия	Norlist
aug_1/aug_10_24_466	513	78	ЮЖНАЯ ОСЕТИЯ	Norlist
aug_1/aug_10_24_468	408	52	Южная ЮЖНАЯ ОСЕТИЯ	Norlist
aug_1/aug_10_24_469	447	72	Южная Осетия	Norlist
aug_1/aug_10_24_47	542	67	Южная Осетия	Norlist
aug_1/aug_10_24_471	427	63	Южная Осетия	Norlist
aug_1/aug_10_24_472	493	72	ЮЖНАЯ ОСЕТИЯ	Norlist
aug_1/aug_10_24_473	544	72	Южная Осетия	Norlist
aug_1/aug_10_24_49	508	49	Южная - Осетия	Norlist
aug_1/aug_10_24_5	421	61	Южная Осетия	Norlist
aug_1/aug_10_24_52	560	70	Южная Осетия	Norlist
aug_1/aug_10_24_54	595	86	Южная Осетия	Norlist
aug_1/aug_10_24_58	541	71	Южная Осетия	Norlist
aug_1/aug_10_24_6	518	68	Южная Осетия	Norlist
aug_1/aug_10_24_60	568	92	Южная Осетия	Norlist
aug_1/aug_10_24_61	563	67	Южная Осетия	Norlist
aug_1/aug_10_24_62	477	58	Южная Осетия	Norlist
aug_1/aug_10_24_63	551	67	Южная Осетия	Norlist
aug_1/aug_10_24_64	557	64	Южная Осетия	Norlist
aug_1/aug_10_24_65	555	46	Южная Осетия	Norlist
aug_1/aug_10_24_66	557	80	Южная Осетия	Norlist
aug_1/aug_10_24_67	524	73	Южная Осетия	Norlist
aug_1/aug_10_24_68	460	73	Южная Осетия	Norlist
aug_1/aug_10_24_7	565	55	Южная Осетия	Norlist
aug_1/aug_10_24_70	576	59	Южная Осетия	Norlist
aug_1/aug_10_24_73	472	78	Южная Осетия	Norlist
aug_1/aug_10_24_74	498	78	Южная Осетия	Norlist
aug_1/aug_10_24_76	354	55	Южная Осетия	Norlist
aug_1/aug_10_24_78	448	65	Южная Осетия	Norlist
aug_1/aug_10_24_79	567	64	Южная Осетия	Norlist
aug_1/aug_10_24_8	567	63	Южная Осетия	Norlist
aug_1/aug_10_24_80	514	55	Южная Осетия	Norlist
aug_1/aug_10_24_81	530	49	Южная Осетия	Norlist
aug_1/aug_10_24_82	386	78	Южная Осетия	Norlist
aug_1/aug_10_24_85	471	76	Южная Осетия	Norlist
aug_1/aug_10_24_86	530	48	Южная Осетия	Norlist
aug_1/aug_10_24_88	473	70	Южная Осетия	Norlist
aug_1/aug_10_24_9	458	70	Южная -Осетия	Norlist
aug_1/aug_10_24_90	586	70	Южная Осетия	Norlist
aug_1/aug_10_24_92	545	96	Южная Осетия	Norlist
aug_1/aug_10_24_93	532	68	Южная Осетия	Norlist
aug_1/aug_10_24_96	519	72	Южная Осетия	Norlist
aug_1/aug_10_24_97	558	78	Южная Осетия	Norlist
aug_1/aug_10_24_99	515	57	Южная Осетия	Norlist
aug_1/aug_10_25_0	323	91	Молдавия	Norlist
aug_1/aug_10_25_1	276	79	Молдавия	Norlist
aug_1/aug_10_25_102	275	82	Молдавия	Norlist
aug_1/aug_10_25_103	338	70	Молдавия	Norlist
aug_1/aug_10_25_104	340	55	Молдавия	Norlist
aug_1/aug_10_25_105	304	89	Молдавия	Norlist
aug_1/aug_10_25_106	412	94	Молдавия	Norlist
aug_1/aug_10_25_109	346	73	Молдавия	Norlist
aug_1/aug_10_25_11	380	95	Молдавия	Norlist
aug_1/aug_10_25_110	328	92	Молдавия	Norlist
aug_1/aug_10_25_111	306	78	Молдавия	Norlist
aug_1/aug_10_25_113	427	81	Молдавия	Norlist
aug_1/aug_10_25_118	339	70	Молдавия	Norlist
aug_1/aug_10_25_119	307	84	Молдавия	Norlist
aug_1/aug_10_25_12	353	87	Молдавия	Norlist
aug_1/aug_10_25_120	487	91	Молдавия	Norlist
aug_1/aug_10_25_121	390	93	Молдавия	Norlist
aug_1/aug_10_25_122	484	84	Молдавия	Norlist
aug_1/aug_10_25_127	464	71	Молдавия	Norlist
aug_1/aug_10_25_128	405	86	Молдавия	Norlist
aug_1/aug_10_25_13	346	73	Молдавия	Norlist
aug_1/aug_10_25_131_	445	66	Молдовия	Norlist
aug_1/aug_10_25_132	498	91	Молдавия	Norlist
aug_1/aug_10_25_135	304	77	Молдавия	Norlist
aug_1/aug_10_25_136	355	78	Молдавия	Norlist
aug_1/aug_10_25_137	314	89	Молдавия	Norlist
aug_1/aug_10_25_138	407	98	Молдавия	Norlist
aug_1/aug_10_25_140	271	98	Молдавия	Norlist
aug_1/aug_10_25_143	314	68	Молдавия	Norlist
aug_1/aug_10_25_144	481	79	Молдавия	Norlist
aug_1/aug_10_25_145	501	86	Молдавия	Norlist
aug_1/aug_10_25_146	378	94	Молдавия	Norlist
aug_1/aug_10_25_147	365	92	Молдавия	Norlist
aug_1/aug_10_25_148	180	95	Молдавия	Norlist
aug_1/aug_10_25_15	413	91	Молдавия	Norlist
aug_1/aug_10_25_150	353	86	Молдавия	Norlist
aug_1/aug_10_25_151	338	78	Молдавия	Norlist
aug_1/aug_10_25_152	522	89	Молдавия	Norlist
aug_1/aug_10_25_154	522	82	Молдавия	Norlist
aug_1/aug_10_25_155	496	88	Молдавия	Norlist
aug_1/aug_10_25_156	381	76	Молдавия	Norlist
aug_1/aug_10_25_159_	291	94	Молдавия	Norlist
aug_1/aug_10_25_160	413	88	Молдавия	Norlist
aug_1/aug_10_25_161	430	98	Молдавия	Norlist
aug_1/aug_10_25_165	337	87	Молдавия	Norlist
aug_1/aug_10_25_166	387	80	Молдавия	Norlist
aug_1/aug_10_25_169	465	91	Молдавия	Norlist
aug_1/aug_10_25_170	285	89	Молдавия	Norlist
aug_1/aug_10_25_173	355	95	Молдавия	Norlist
aug_1/aug_10_25_177	274	94	Молдавия	Norlist
aug_1/aug_10_25_178	415	97	Молдавия	Norlist
aug_1/aug_10_25_179	293	99	Молдавия	Norlist
aug_1/aug_10_25_18	262	93	Молдавия	Norlist
aug_1/aug_10_25_184	303	82	Молдавия	Norlist
aug_1/aug_10_25_188	241	96	Молдавия	Norlist
aug_1/aug_10_25_19	288	91	Молдавия	Norlist
aug_1/aug_10_25_191	306	82	Молдавия	Norlist
aug_1/aug_10_25_192	327	77	Молдавия	Norlist
aug_1/aug_10_25_193	206	89	Молдавия	Norlist
aug_1/aug_10_25_194	308	89	Молдавия	Norlist
aug_1/aug_10_25_196	330	84	Молдавия	Norlist
aug_1/aug_10_25_197	328	85	Молдавия	Norlist
aug_1/aug_10_25_198	297	66	Молдавия	Norlist
aug_1/aug_10_25_199	495	85	Молдавия	Norlist
aug_1/aug_10_25_2	274	93	Молдавия	Norlist
aug_1/aug_10_25_20	380	78	Молдавия	Norlist
aug_1/aug_10_25_200	441	73	Молдавия	Norlist
aug_1/aug_10_25_201	432	97	Молдавия	Norlist
aug_1/aug_10_25_202	355	78	Молдавия	Norlist
aug_1/aug_10_25_204	400	82	Молдавия	Norlist
aug_1/aug_10_25_205	287	85	Молдавия	Norlist
aug_1/aug_10_25_206	443	84	Молдавия	Norlist
aug_1/aug_10_25_207	388	95	Молдавия	Norlist
aug_1/aug_10_25_209	340	85	Молдавия	Norlist
aug_1/aug_10_25_21	343	85	Молдавия	Norlist
aug_1/aug_10_25_210	317	88	Молдавия	Norlist
aug_1/aug_10_25_211	348	77	Молдавия	Norlist
aug_1/aug_10_25_213	283	83	Молдавия	Norlist
aug_1/aug_10_25_214	287	85	Молдавия	Norlist
aug_1/aug_10_25_215	327	87	Молдавия	Norlist
aug_1/aug_10_25_216	297	84	Молдавия	Norlist
aug_1/aug_10_25_217	375	90	Молдавия	Norlist
aug_1/aug_10_25_218	346	96	Молдавия	Norlist
aug_1/aug_10_25_22	278	92	Молдавия	Norlist
aug_1/aug_10_25_220	336	98	Молдавия	Norlist
aug_1/aug_10_25_221	420	99	Молдавия	Norlist
aug_1/aug_10_25_222	296	100	Молдавия	Norlist
aug_1/aug_10_25_223	435	96	Молдавия	Norlist
aug_1/aug_10_25_224	305	76	Молдавия	Norlist
aug_1/aug_10_25_225	322	93	Молдавия	Norlist
aug_1/aug_10_25_227	318	79	Молдавия	Norlist
aug_1/aug_10_25_228	265	86	Молдавия	Norlist
aug_1/aug_10_25_229	384	85	Молдавия	Norlist
aug_1/aug_10_25_23	376	83	Молдавия	Norlist
aug_1/aug_10_25_230	389	75	Молдавия	Norlist
aug_1/aug_10_25_231	378	86	Молдавия	Norlist
aug_1/aug_10_25_232	280	68	Молдавия	Norlist
aug_1/aug_10_25_233	341	84	Молдавия	Norlist
aug_1/aug_10_25_236	465	88	Молдавия	Norlist
aug_1/aug_10_25_237	455	98	Молдавия	Norlist
aug_1/aug_10_25_238	192	58	Молдавия	Norlist
aug_1/aug_10_25_239	329	90	Молдавия	Norlist
aug_1/aug_10_25_24	245	63	Молдавия	Norlist
aug_1/aug_10_25_240	300	88	Молдавия	Norlist
aug_1/aug_10_25_242	369	75	Молдавия	Norlist
aug_1/aug_10_25_243	253	95	Молдавия	Norlist
aug_1/aug_10_25_245	286	95	Молдавия	Norlist
aug_1/aug_10_25_247	302	82	Молдавия	Norlist
aug_1/aug_10_25_248	386	72	Молдавия	Norlist
aug_1/aug_10_25_249	363	90	Молдавия	Norlist
aug_1/aug_10_25_25	259	79	Молдавия	Norlist
aug_1/aug_10_25_250	378	92	Молдавия	Norlist
aug_1/aug_10_25_253	257	80	Молдавия	Norlist
aug_1/aug_10_25_254	320	100	Молдавия	Norlist
aug_1/aug_10_25_255	304	84	Молдавия	Norlist
aug_1/aug_10_25_256	214	79	Молдавия	Norlist
aug_1/aug_10_25_257	391	75	Молдавия	Norlist
aug_1/aug_10_25_258	287	60	Молдавия	Norlist
aug_1/aug_10_25_259	285	74	Молдавия	Norlist
aug_1/aug_10_25_26	265	100	Молдавия	Norlist
aug_1/aug_10_25_260	272	82	Молдавия	Norlist
aug_1/aug_10_25_262	416	86	МОЛДАВИЯ	Norlist
aug_1/aug_10_25_263	365	52	МОЛДАВИЯ	Norlist
aug_1/aug_10_25_264	296	53	МОЛДАВИЯ	Norlist
aug_1/aug_10_25_265	362	75	Молдавия	Norlist
aug_1/aug_10_25_266	391	80	МОЛДАВИЯ	Norlist
aug_1/aug_10_25_268	314	42	МОЛДАВИЯ	Norlist
aug_1/aug_10_25_269	293	67	Молдавия	Norlist
aug_1/aug_10_25_27	291	96	Молдавия	Norlist
aug_1/aug_10_25_270	316	58	МОЛДАВИЯ	Norlist
aug_1/aug_10_25_271	405	75	МОЛДАВИЯ	Norlist
aug_1/aug_10_25_272	314	55	МОЛДАВИЯ	Norlist
aug_1/aug_10_25_273	348	66	МОЛДАВИЯ	Norlist
aug_1/aug_10_25_274	341	78	МОЛДАВИЯ	Norlist
aug_1/aug_10_25_275	456	80	МОЛДАВИЯ	Norlist
aug_1/aug_10_25_276	352	97	Молдавия	Norlist
aug_1/aug_10_25_277	415	79	МОЛДАВИЯ	Norlist
aug_1/aug_10_25_278	515	76	МОЛДАВИЯ	Norlist
aug_1/aug_10_25_279	356	64	МОЛДАВИЯ	Norlist
aug_1/aug_10_25_28	224	91	Молдавия	Norlist
aug_1/aug_10_25_280	430	67	МОЛДАВИЯ	Norlist
aug_1/aug_10_25_281	291	74	МОЛДАВИЯ	Norlist
aug_1/aug_10_25_282	357	73	МОЛДАВИЯ	Norlist
aug_1/aug_10_25_283	476	72	МОЛДАВИЯ	Norlist
aug_1/aug_10_25_284	408	67	МОЛДАВИЯ	Norlist
aug_1/aug_10_25_285	385	99	Молдавия	Norlist
aug_1/aug_10_25_287	389	67	Молдавия	Norlist
aug_1/aug_10_25_288	408	95	Молдавия	Norlist
aug_1/aug_10_25_289	310	80	Молдавия	Norlist
aug_1/aug_10_25_29	262	87	Молдавия	Norlist
aug_1/aug_10_25_290	278	92	Молдавия	Norlist
aug_1/aug_10_25_291	241	75	Молдавия	Norlist
aug_1/aug_10_25_292	342	88	Молдавия	Norlist
